amazonBiomeArea_ha_global,forestArea_2017_ha_global,z_2017_global,otherArea_2017_ha_global,zbar_2017_global,gamma_global,gammaSD_global,a_global,b_global,k_global,k_alt_global,zeta_global,zeta_alt_global,rho_global,r_global,x_2017_global,C_2017_global,C0bern_2017_global,C1bern_2017_global,C2bern_2017_global,C3bern_2017_global,z_1973_global,z_1985_global,z_2004_global,z_2008_global,z_2012_global,x_1973_global,x_1985_global,x_2004_global,x_2008_global,x_2012_global,C_1973_global,C_1985_global,C_2004_global,C_2008_global,C_2012_global,u_global,u_bern_global,theta_global,theta_scenario1_global,theta_scenario2_global,theta_scenario3_global,theta_scenario4_global,theta_scenario5_global,theta2006_global,theta2006_scenario1_global,theta2006_scenario2_global,theta2006_scenario3_global,theta2006_scenario4_global,theta2006_scenario5_global,theta_soybean_global,workerPerHa_global,wagePerWorker_global,p_2017_global,p_2017_alt_global,pSoybean_2017_global,pSoybean_2017_alt_global
421544127.5251666,337077211.6909363,57279417.71418145,27217288.712917242,394356629.40511775,591.3391186752193,255.85091404508776,0.045007413978564004,10495661504.119444,2.0942152550133404,2.6617886941698967,1.6615974249023087e-4,2.0579009766144875e-4,0.02,0.025,198608746234.73502,22038084958.74279,8136029910.794044,8535808784.482045,4373414327.842396,77551439.80765882,0,16542033.586666666,46952062.7755,53060889.737333335,54666646.56299999,233198501676.15244,223069441477.30524,204704481150.2489,201065691638.48346,200204479694.43475,0,9060896345.509739,21870856520.0293,23646789051.12302,22622503101.97358,1.815039740289752e-9,1.8936879366660955e-9,2.0637786552933832,1.7229014486468173,4.1250236607024755,7.742012278855247,11.138116095899454,12.225973741359143,2.4379900524192673,5.256428102849196,12.585101900090864,23.620231410880038,33.981459882842394,37.30042249906449,2890.201305082747,0.02717971830627223,658.2907776622163,44.53497930237984,43.68293056940959,0.45404552912833057,0.4256431750576957
